name,release_date,album_type,album_name,artists,duration_ms,popularity,spotify_url
Em Luôn Ở Trong Tâm Trí Anh,2017-07-19,album,Tuyển Tập Nhạc Hay Nhất The Men,The Men,268434,0,https://open.spotify.com/track/1A3yl94veoKNgt3dyiEkyq
Tình Yêu Hoa Gió,2015-06-16,album,Tình Yêu Hoa Gió,Trương Thế Vinh,240613,0,https://open.spotify.com/track/6EPZHKbCWHqIWQB1C2Dsod
Hay Là Chia Tay,2018-03-01,single,Hay Là Chia Tay,Khắc Việt,249338,0,https://open.spotify.com/track/0VSsKDE6gIwWgnNNLLNjSA
Em Là Hạnh Phúc Trong Anh,2018-01-01,single,Em Là Hạnh Phúc Trong Anh,Hồ Quang Hiếu,283480,0,https://open.spotify.com/track/6Mn0HAovFCq5u5QPObYlDk
Biết Khi Nào Gặp Lại,2017-12-06,album,Tâm 9,Mỹ Tâm,246333,0,https://open.spotify.com/track/5Hba2FufYnxr2mGjeyFv72
Chỉ Là Giấc Mơ,2017-10-26,album,"Giấc Mơ Tôi, Vol. 1",Uyên Linh,316441,0,https://open.spotify.com/track/6qyM2dLZFno8dR3oVs041A
Một Chút Quên Anh Thôi,2017-07-19,album,Tuyển Tập Nhạc Hay Nhất Bảo Thy,Bảo Thy,212520,22,https://open.spotify.com/track/3l9p9RAKB83HoZg66HAvV9
Viên Đá Nhỏ,2015-09-01,album,Hải Băng Vol.1,Hải Băng,322271,17,https://open.spotify.com/track/3NmG0Cp0cALdAvYGfBpUdV
Khi người đàn ông khóc,2016-01-01,album,LiveShow Lý Hải,Lý Hải,294405,0,https://open.spotify.com/track/5KyxkGVTQaTtT3G5eqSOY6
Mãi Mãi Một Tình Yêu,2015-10-01,album,Mãi Mãi Một Tình Yêu,Đan Trường,360829,18,https://open.spotify.com/track/00BRMwCwIM9ysk2HaCYgk2
Khó,2015-12-01,compilation,The Best Of Remix - Cây Cầu Dừa,Nam Cường,265795,6,https://open.spotify.com/track/1IJlVjAzZPi2cF8FIXsBZd
Thế Nhé Anh,2018-04-26,album,Ngày Gió Ngừng Trôi,Truong Quynh Anh,288052,3,https://open.spotify.com/track/6uXWXjQrnR4Pvm4EYd9vwW
Chia Tay Chiều Đông,2014-01-01,compilation,Top Hits 67 - Chia Tay Chiều Đông,Anh Minh,210599,0,https://open.spotify.com/track/7mjsqBq0ikd3mYCyYvKvI7
Anh Tin Mình Đã Cho Nhau Kỷ Niệm (feat. Lương Bằng Quang),2018-07-18,album,Con Đường Tôi Đi,"Thu Thuỷ, Lương Bằng Quang",210520,24,https://open.spotify.com/track/6lad61EsGfuVJxYy4P8apN
Quên Một Lời Thề,2006-09-18,compilation,Quên Đi Anh,Nguyễn Thắng,266736,34,https://open.spotify.com/track/5fbDHukc0EpvZ2yRm242hu
Hạc Giấy,2015-09-01,album,Sorry My Baby,Hải Băng,291787,15,https://open.spotify.com/track/3AKXse86FL3XbLBqLaYFpm
Liều Thuốc Cho Trái Tim,2015-06-16,single,Có Tất Cả Nhưng Mất Em,PHẠM TRƯỞNG,214726,15,https://open.spotify.com/track/6jcEpemmPyvmBZfAA1Yc34
Giả Vờ Yêu...,2018-09-25,single,Giả Vờ Yêu...,Ngô Kiến Huy,276280,6,https://open.spotify.com/track/5kFGj2YGqyJKN0lJXMcotR
Liều Thuốc Cho Trái Tim,2002-01-01,compilation,Khúc Mưa,Lương Tùng Quang,262000,0,https://open.spotify.com/track/5tTqM0Asg62ym9JqUyAr1K
Lại Gần Hôn Anh,2020-04-04,album,"Lại Gần Hôn Anh, Vol. 8",Bằng Kiều,262320,0,https://open.spotify.com/track/6j69IwR7fxUcJWZdAtC6Ec
Một ngày mùa đông,1999-01-01,album,Cô bé mắt nai,"Bằng Kiều, Thu Phương",261006,6,https://open.spotify.com/track/64pyEJyKV6zVRFLex2ZmuY
Quá Muộn Để Quay Trở Lại,2022-05-19,album,Phan Đình Tùng #16,Phan Đinh Tùng,302341,0,https://open.spotify.com/track/03PkcTeFFcPYZeUXjUpI0U
Cắt Đôi Nỗi Sầu,2023-09-27,single,Cắt Đôi Nỗi Sầu,"Tăng Duy Tân, Drum7",182000,45,https://open.spotify.com/track/1ZgiJ8fiSEwd07OpB9ZuRz
Lệ Lưu Ly,2023-09-20,single,Lệ Lưu Ly,"Vũ Phụng Tiên, DT TAP RAP, Drum7",200842,54,https://open.spotify.com/track/2JuHIbFudHwDqQssgqsH3i
Tình cờ yêu em,2023-06-10,single,Tình cờ yêu em,"Kuun Đức Nam, Linh Thộn",258471,54,https://open.spotify.com/track/0gzpqwLf1jhNjnSJEyweAX
id 072019,2023-07-31,single,id 072019,W/N,271704,58,https://open.spotify.com/track/1o6cYDMHvKOfizi4d9Lqxr
Miên Man,2022-06-24,single,Miên Man,Minh Huy,197998,52,https://open.spotify.com/track/7tFwBnuaGXqiiONukPRaCo
tình yêu có nghĩa là gì?,2023-08-11,single,tình yêu có nghĩa là gì?,tlinh,133561,35,https://open.spotify.com/track/6Lzlbce8Eg1dPg91VSx6kk
Sài Gòn Tôi Mưa (feat. MC Goku),2021-07-01,single,Sài Gòn Tôi Mưa (feat. MC Goku),"Tuyên, MC Goku",329806,34,https://open.spotify.com/track/2X5LuMWLKierQu3O9H1Bxc
Call Me,2023-08-15,single,Call Me,"Wren Evans, itsnk",214736,37,https://open.spotify.com/track/08GUMwJRpisuxHGyRzoSuu
Vì Anh Đâu Có Biết,2022-08-04,single,Vì Anh Đâu Có Biết,"Madihu, Vũ.",241919,58,https://open.spotify.com/track/6VXVYATpQXEIoZ97NnWCmn
Khóc Ở Trong Club,2023-08-14,single,Khóc Ở Trong Club,Hiền Hồ,197073,26,https://open.spotify.com/track/4LWcvlsVnpYDflrviNR3SM
Xóa Tên Anh Đi,2023-08-10,single,Xóa Tên Anh Đi,Jack - J97,192000,24,https://open.spotify.com/track/0r4yAnejwzOEKJyujBvW5i
Khi Cơn Mơ Dần Phai (feat. Tez & Myra Trần),2023-09-03,album,Rap Việt Mùa 3 (2023) - Tập 15,"RAP VIỆT, Tez, Myra Trần",195840,45,https://open.spotify.com/track/486dVHo58R4EhBQjcYF2NX
"NÀNG (feat. Ogenus, Anh Tú & Đặng Thái Bình)",2023-07-21,album,Rap Việt Mùa 3 - Vòng 1,"RAP VIỆT, OgeNus, Anh Tú, Đặng Thái Bình",205128,34,https://open.spotify.com/track/4Wxtt0dAbPrXZDu4wfR8dN
Anh Không Cố Ý (feat. Limitlxss & Ogenus),2023-07-30,single,Rap Việt Mùa 3 (2023) - Tập 10,"RAP VIỆT, Limitlxss, OgeNus",255278,29,https://open.spotify.com/track/4ez3r3aXZMLzEiwixwqCT3
Mẹ Biết Mẹ Buồn (feat. Ogenus),2023-08-20,single,Rap Việt Mùa 3 (2023) - Tập 13,"RAP VIỆT, OgeNus",240000,22,https://open.spotify.com/track/5KFUnnRbtef0hgKXfeCoOv
"Anh Là Ai? (feat. Dick, DT & UMIE)",2023-07-16,single,Rap Việt Mùa 3 (2023) - Tập 8,"RAP VIỆT, Dick, DT TAP RAP, UMIE",223783,43,https://open.spotify.com/track/6IUEwlNgVnT5CYeBuq6DTH
Lovelyboy,2023-08-03,single,Lovelyboy,Kim Kunni,177902,5,https://open.spotify.com/track/17gjDrdge4XCwr3XGnykJu
Chơi Như Tụi Mỹ,2022-12-30,single,Chơi Như Tụi Mỹ,Andree Right Hand,160848,54,https://open.spotify.com/track/255vSRpVq5YYKBJiem1BVx
Không Còn Em,2023-07-20,single,Không Còn Em,Madihu,234791,45,https://open.spotify.com/track/1RGA13K66cABN7nYek6WNk
nếu lúc đó,2023-03-02,single,nếu lúc đó,"tlinh, 2pillz",264000,52,https://open.spotify.com/track/7wj9sGlHGTMQ28liyi48hz
À Lôi,2023-07-14,single,À Lôi,"Double2T, Masew",197333,38,https://open.spotify.com/track/3kxFvcB92qQg9wl52CQ7aV
Baby Gọi Cho Anh (feat. CAPTAIN & UMIE),2023-07-16,single,Rap Việt Mùa 3 (2023) - Tập 8,"RAP VIỆT, CAPTAIN BOY, UMIE",178252,39,https://open.spotify.com/track/4pE1DzYULn6pgud2WcqNs3
Mở Mắt,2023-06-22,single,Mở Mắt,"Lil Wuyn, Đen",260459,0,https://open.spotify.com/track/1i9QtsQs2gPY5MysvB50VC
Sự Mập Mờ,2023-07-09,single,Sự Mập Mờ,"SUNI, GREY D",229384,39,https://open.spotify.com/track/1QKaj0g8pammcGn0JU8nnd
đưa em về nhàa,2023-04-24,single,đưa em về nhàa,"GREY D, Chillies",240000,0,https://open.spotify.com/track/08ULi904W2Po6pVj8nN7KC
Mưa Tháng Sáu,2023-05-24,single,Mưa Tháng Sáu,"Văn Mai Hương, GREY D, Trung Quân",257142,42,https://open.spotify.com/track/23SUnSd024ACX7u1AUXsGc
Nấu ăn cho em,2023-05-13,single,Nấu ăn cho em,"Đen, PiaLinh",241340,51,https://open.spotify.com/track/7td8DTWoGC9u9db37mGHX6
Anh Đã Ổn Hơn,2023-03-02,album,99%,RPT MCK,194005,55,https://open.spotify.com/track/3YctJXK6kznnWl68TnYobN
MAKING MY WAY,2023-05-05,single,MAKING MY WAY,Sơn Tùng M-TP,258006,44,https://open.spotify.com/track/6HGOxrNik4iPurqStawTFQ
Chìm Sâu,2023-03-02,album,99%,"RPT MCK, Trung Trần",156303,52,https://open.spotify.com/track/7jLSThU5Kg1RWt19Leiaxm
Lan Man,2023-03-25,single,Lan Man,Ronboogz,216220,58,https://open.spotify.com/track/3hqOrxH5qPlvrApcb7Ac8c
Hôm Nay Cuối Tuần (feat. LeWiuy),2023-05-11,single,Hôm Nay Cuối Tuần (feat. LeWiuy),"Olew, LeWiuy",120888,18,https://open.spotify.com/track/36tF4xpkndXKn7wpIbqmcZ
Một Ngày Chẳng Nắng,2023-04-28,single,Một Ngày Chẳng Nắng,Pháo,192997,40,https://open.spotify.com/track/7hkvAaJNRlnetwv8Se2kDA
Không Yêu Xin Đừng Nói - Piano Version,2022-01-22,single,Không Yêu Xin Đừng Nói (Piano Version),UMIE,244218,47,https://open.spotify.com/track/0vkExWiBJSrfWnlMC7x48b
YOU (feat. AK49),2023-02-02,single,YOU (feat. AK49),"GPG msmy, AK49",147692,39,https://open.spotify.com/track/2fjqdDz6jJn6VPgrSDDMvp
Ngồi Nhìn Em Khóc,2023-04-24,single,Ngồi Nhìn Em Khóc,Sáo,273230,47,https://open.spotify.com/track/1wvLeW8THXNent0N2sGSgF
Ngày Em Đẹp Nhất,2023-04-07,single,Ngày Em Đẹp Nhất,Tama,303024,49,https://open.spotify.com/track/0DtarPcErIh4skfFtxzomo
Như Anh Đã Thấy Em,2022-05-20,single,Như Anh Đã Thấy Em,"PhucXp, Freak D",302000,53,https://open.spotify.com/track/7h2zqUH4bYyknNUxsYnS5V
Khi Mà,2022-12-12,single,Khi Mà,Ronboogz,228630,54,https://open.spotify.com/track/0Lf0ydJp4nbcEkYgPtIUuD
Querry,2022-06-01,single,Querry,"QNT, Trung Trần, RPT MCK",230663,33,https://open.spotify.com/track/6OcOCgmPa1a57xAAF7qKkW
thế giới có nơi nào cho em,2022-10-18,single,thế giới có nơi nào cho em,Sweet Liquor,233280,28,https://open.spotify.com/track/250ZdIxcSXqXW4wC78bGX0
Có Hay Từ Bao Giờ?,2022-09-04,single,Có Hay Từ Bao Giờ?,"Nie, Hast, KEI",249431,0,https://open.spotify.com/track/3QXSennQGgTqhrQ0saHyN8
Bận Lòng,2022-10-03,single,Bận Lòng,"Pay, Phongkhin",202500,44,https://open.spotify.com/track/3q5U9H4GzUPnJ6USUKH6h1
Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,2023-01-02,single,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,Olew,278732,49,https://open.spotify.com/track/3a2Oftcs10wtzw6AmxuTMU
Vũ Trụ Có Anh,2023-04-26,single,Vũ Trụ Có Anh,"Phương Mỹ Chi, DTAP, Pháo",222079,0,https://open.spotify.com/track/2fZ2YiLZWcRGugosefLKJH
Không Thể Say,2023-04-19,single,Không Thể Say,HIEUTHUHAI,228413,0,https://open.spotify.com/track/4W2poMwGzKQHtpNCthoGhC
Người Ôm Pháo Hoa,2023-04-21,single,Người Ôm Pháo Hoa,Đông Nhi,179154,26,https://open.spotify.com/track/3keyZ8cXkQ57melgiAsJ5m
girls like me don't cry (remix) ft. MIN,2023-03-08,single,girls like me don't cry (remix) ft. MIN,"thủy, MIN",213283,38,https://open.spotify.com/track/78ByURsaVK39jjwTaerCAk
Thôi Em Đừng Đi,2023-03-02,album,99%,"RPT MCK, Trung Trần",173397,51,https://open.spotify.com/track/7kpNUrBDYDoX6QKGzrBD1R
ưng quá chừng,2023-03-05,single,ưng quá chừng,AMEE,81951,39,https://open.spotify.com/track/2ZJTmYNOA8k21yUtLXJG57
Don't Côi,2022-11-20,single,Don't Côi,"RPT Orijinn, Ronboogz",148880,55,https://open.spotify.com/track/3ukrFH17Zl6iEZ2QJ1Zwiy
Bật Tình Yêu Lên,2023-02-14,single,Bật Tình Yêu Lên,"Tăng Duy Tân, Hoà Minzy",203826,51,https://open.spotify.com/track/62SFLTN7txImu8pQwBMP6A
Là Anh,2023-03-10,single,Là Anh,"Phạm Lịch, BMZ",212395,42,https://open.spotify.com/track/2LhXE2daNpLVv9LYXvYm8F
bao tiền một mớ bình yên?,2023-03-03,album,SỐ KHÔNG,"14 Casper, Bon Nghiêm",300000,54,https://open.spotify.com/track/7kgzRBNkBRArtTPkYjWLYT
Chỉ Một Đêm Nữa Thôi,2023-03-02,album,99%,"RPT MCK, tlinh",141760,53,https://open.spotify.com/track/28bxbqNcAuNxYDZYet6eZ7
Em Đồng Ý (I Do),2023-02-09,single,Em Đồng Ý (I Do),"Đức Phúc, 911",203124,43,https://open.spotify.com/track/0bgJPIvefuRnEU4MNJuJSA
Thói Quen (25 Mét Vuông) [feat. Gducky],2021-11-21,single,Thói Quen (25 mét vuông) [feat. Gducky],"Hoàng Dũng, GDucky",279857,35,https://open.spotify.com/track/1Dyf0sRNi4bns4TeWgKpVY
Chuyện Đôi Ta (feat. Muộii),2021-12-01,single,Chuyện Đôi Ta (feat. Muộii),"Emcee L (Da LAB), Da LAB, Muộii (Starry Night)",208048,60,https://open.spotify.com/track/4CUvVaAYuXtvYURLFz7EIL
ngủ một mình (tình rất tình),2022-12-15,single,ngủ một mình (tình rất tình),"HIEUTHUHAI, Negav, Kewtiie",192000,0,https://open.spotify.com/track/76dD9BdSOzsRJSGGBjOcUf
Anh Chưa Thương Em Đến Vậy Đâu,2023-01-04,single,Tập 12: The Masked Singer Vietnam,Myra Trần,270643,51,https://open.spotify.com/track/3QD2NfLEIvMRbzv2uTu4B7
Bo Xì Bo,2022-08-11,album,LINK,Hoàng Thùy Linh,172000,41,https://open.spotify.com/track/4X2iEvLVDm1Acd8Xmxw1ZC
Waiting For You,2022-08-18,album,22,"MONO, Onionn.",265600,0,https://open.spotify.com/track/5hkAuvgkOrd4KpDOlCNsvW
vaicaunoicokhiennguoithaydoi,2022-06-20,single,vaicaunoicokhiennguoithaydoi,"GREY D, tlinh",225862,0,https://open.spotify.com/track/25h0TqC9H3BcMA7KjK5nHK
để tôi ôm em bằng giai điệu này,2022-12-21,single,để tôi ôm em bằng giai điệu này,"Kai Đinh, MIN, GREY D",264596,0,https://open.spotify.com/track/2anWKmV4Je8175CHvemHV9
ngủ một mình,2022-11-17,single,ngủ một mình,"HIEUTHUHAI, Negav, Kewtiie",181132,0,https://open.spotify.com/track/7opF2QJ8gzlxbV0eBIqszE
Yêu Người Có Ước Mơ,2022-11-07,single,Bài Hát Hay Nhất - Big Song Big Deal (Tập 6),buitruonglinh,283520,37,https://open.spotify.com/track/2VHXCihhlSC2lUFoCaemRN
dự báo thời tiết hôm nay mưa,2022-11-22,single,dự báo thời tiết hôm nay mưa – Maxi Single,GREY D,281493,0,https://open.spotify.com/track/7bFFUPBiF15n8m8RziqS4o
Chết Trong Em,2022-10-31,single,Chết Trong Em,Thịnh Suy,256663,41,https://open.spotify.com/track/4QjxvzEFwb63NZ1pp3wvHy
Beautiful Monster,2022-10-31,compilation,KOSMIK,"SOOBIN, Binz",235354,30,https://open.spotify.com/track/2vRkwfiy4Se8ddUSkdMTmQ
Tại Vì Sao,2022-09-23,single,Tại Vì Sao,"RPT MCK, LOPE PHAM",203111,39,https://open.spotify.com/track/5yrPkBvOBvqfSjDhoRzDlO
Người Như Anh,2022-10-20,single,Người Như Anh,Mai Tiến Dũng,290624,42,https://open.spotify.com/track/6mnkGSgd8eHVv1C38pDP9o
Cô Đơn Trên Sofa,2022-10-19,single,Cô Đơn Trên Sofa,Hồ Ngọc Hà,263362,42,https://open.spotify.com/track/64qXPpH0c7GkJOQcUj79Ia
Cứu Vãn Kịp Không,2022-09-05,single,Cứu Vãn Kịp Không,Vương Anh Tú,280302,29,https://open.spotify.com/track/1Uzhf0D13VpHQLJRwo0zBl
Kỳ Vọng Sai Lầm,2022-09-26,single,Kỳ Vọng Sai Lầm,"Tăng Phúc, Nguyễn Đình Vũ, Yuno Bigboi",221558,32,https://open.spotify.com/track/5pbc99769AMASq8pREi52a
Đông Tây Nam Bắc,2022-10-12,single,Đông Tây Nam Bắc,Ái Phương,367799,0,https://open.spotify.com/track/0hqCfsV0T1e35k7urmBBHz
bao tiền một mớ bình yên?,2020,single,bao tiền một mớ bình yên?,"14 Casper, Bon Nghiêm",300000,49,https://open.spotify.com/track/3wn8HJNjkY4wzTBy35ZvQ6
Có Đâu Ai Ngờ,2022-09-08,single,Có Đâu Ai Ngờ,Cầm,220000,37,https://open.spotify.com/track/5OE0IzdS8Bs4UaLvDoTXKD
Mặt Mộc,2022-08-05,single,Mặt Mộc,"Phạm Nguyên Ngọc, VAnh, Ân Nhi, BMZ",214293,46,https://open.spotify.com/track/3dvkpe9FEekxxgaQtxOHQI
Ngã Tư Không Đèn,2022-06-18,album,Chỉ Có Thể Là Anh,"TRANG, Khoa Vũ",218250,0,https://open.spotify.com/track/73fFRs03s0gtjggfMW213L
Bên Trên Tầng Lầu,2022-06-10,single,Bên Trên Tầng Lầu,Tăng Duy Tân,184000,44,https://open.spotify.com/track/0Cy7uOfTjJrmHkNEPBBZxf
Và Ngày Nào Đó,2022-09-13,single,Và Ngày Nào Đó,Trung Quân,262311,40,https://open.spotify.com/track/6fDa6IEt8EAFkHH4hShFK4
Tự Tình 2,2022-09-22,single,Tự Tình 2,Trung Quân,290976,36,https://open.spotify.com/track/4AT7ZRCPu3jDxA4Y22IO22
Lâu Lâu Nhắc Lại,2022-09-22,single,Lâu Lâu Nhắc Lại,"Hà Nhi, Khói",270000,43,https://open.spotify.com/track/5B66uVtd4X6Tls9I2VQm4N
Anh Nhớ Ra (feat. TRANG),2022-09-09,album,Một Vạn Năm,"Vũ., TRANG",276500,51,https://open.spotify.com/track/7eDrdQ7PK9Xm1CZCKWsgmH
Cô Ta,2022-09-09,album,Một Vạn Năm,Vũ.,214500,40,https://open.spotify.com/track/2LhaQUFez282XCuTDSTDcV
Chậm Lại,2022-09-09,album,Một Vạn Năm,Vũ.,223384,32,https://open.spotify.com/track/4fBZ8DOoxcZeEl7GyQdnUF
không một bài hát nào có thể diễn tả cảm xúc của em lúc này. (feat. Thanh Bui),2022-08-11,album,LINK,"Hoàng Thùy Linh, Thanh Bùi",240500,35,https://open.spotify.com/track/2AA4UcXp2WRvsU9cyHT6Vy
Diễn viên tồi,2022-09-13,single,Diễn viên tồi,"Đen, Thành Bùi, Cadillac",349793,33,https://open.spotify.com/track/3pgwxYRPbYIC6C1J2FPge8
Cơn Mưa Xa Dần,2022-10-06,single,SKY DECADE,Sơn Tùng M-TP,196923,0,https://open.spotify.com/track/59u8Iu6cAugFqtA1avGFRT
Nắng Ấm Ngang Qua,2022-10-06,single,SKY DECADE,Sơn Tùng M-TP,195697,0,https://open.spotify.com/track/6UdpjBhLNMFl3dH46iXlGi
lời tạm biệt chưa nói,2022-07-24,compilation,Hương Mùa Hè,"GREY D, Orange, Kai Đinh",259114,53,https://open.spotify.com/track/3AejRjgBsFV4HWHjJmmEP7
dằm trong tim,2022-07-24,compilation,Hương Mùa Hè,"SUNI, TDK",230000,37,https://open.spotify.com/track/1QwSqNlknVSTdmmtjsOGM9
có hẹn với thanh xuân,2022-07-24,compilation,Hương Mùa Hè,"SUNI, Hoàng Dũng, GREY D, Orange, tlinh",222000,53,https://open.spotify.com/track/2qWP5ZarXRsdmxzz3L3BtP
'yêu yêu yêu' mashup,2022-07-10,single,Hương Mùa Hè EP.02,"GREY D, Hoàng Dũng, Orange, TDK, SUNI",227628,26,https://open.spotify.com/track/0gKSm3EHJhyFeolcmO6mYS
xích thêm chút nữa,2022-07-24,compilation,Hương Mùa Hè,"tlinh, GREY D",201230,39,https://open.spotify.com/track/5hFSxd4AalAzVtawoALian
Một Ngàn Nỗi Đau,2022-06-23,single,Một Ngàn Nỗi Đau,"Văn Mai Hương, Hứa Kim Tuyền",321904,50,https://open.spotify.com/track/05X3a0YGmS1rbH50aL8lGF
Rung Động,2022-04-01,single,Rung Động,"Dương Edward, Vũ Khắc Anh",259009,40,https://open.spotify.com/track/2cy0YoKwF55W5jL3VIzgm2
Ánh Sao Và Bầu Trời,2021-09-10,single,Ánh Sao Và Bầu Trời,T.R.I,260571,56,https://open.spotify.com/track/5iZHnufFUgATzrpGgH1K0W
Shay Nắnggg,2022-06-06,single,Shay Nắnggg,"AMEE, Obito",208301,0,https://open.spotify.com/track/5uOshbNqgCj1s4srEeQXOe
Có em,2022-06-03,single,Có em,"Madihu, Low G",218512,0,https://open.spotify.com/track/2Lag4WL4j3AMXzqWbEzmV6
Sunkissed (feat. Châu Bùi),2022-04-21,single,Sunkissed (feat. Châu Bùi),"Chillies, Châu Bùi",202615,25,https://open.spotify.com/track/1HQcB17Uevy4vdHlsuqCqe
Ngôi Sao Cô Đơn,2022-07-19,single,Ngôi Sao Cô Đơn,Jack - J97,275583,25,https://open.spotify.com/track/2mwVxrwLORLTNznZRZBjK5
Tình Ca Tình Ta,2021-06-30,single,Tình Ca Tình Ta,kis,175255,47,https://open.spotify.com/track/4I2ne5vm5LJmrXAfqgjAG4
Sau Lưng Anh Có Ai Kìa,2022-04-11,single,Sau Lưng Anh Có Ai Kìa,Thiều Bảo Trâm,302640,0,https://open.spotify.com/track/0IojBwrFi0lwPW1eE3BNdU
See Tình,2022-02-20,single,See Tình,Hoàng Thùy Linh,185002,47,https://open.spotify.com/track/3bZGGKrMQLDGg18y2QqKFF
Chúng Ta Của Hiện Tại,2020-12-20,single,Chúng Ta Của Hiện Tại,Sơn Tùng M-TP,301538,0,https://open.spotify.com/track/17iGUekw5nFt5mIRJcUm3R
Chìm Sâu,2022-02-24,single,Chìm Sâu,"RPT MCK, Trung Trần",156000,49,https://open.spotify.com/track/4ih9noxBfg7euMjCPO0qNH
Là Do Em Xui Thôi,2022-01-18,single,Là Do Em Xui Thôi,"Khói, Sofia, Châu Đăng Khoa",290366,34,https://open.spotify.com/track/53v3fUJWax0fbEFyoMfMOC
"Tự Sự - Original Soundtrack from ""Qua Bển Làm Chi""",2022-05-20,single,"Tự Sự (Original Soundtrack from ""Qua Bển Làm Chi"")","Orange, Thuan Nguyen",257000,46,https://open.spotify.com/track/5Fx8zxEEaPMkwzM00JFr3N
Muộn Rồi Mà Sao Còn,2021-04-29,single,Muộn Rồi Mà Sao Còn,Sơn Tùng M-TP,275905,0,https://open.spotify.com/track/5fFLotKS1286huYIMQHqz7
Bước Qua Nhau,2021-11-11,single,Bước Qua Nhau,Vũ.,257647,43,https://open.spotify.com/track/6GJi4nSZOiTOU2FhsgxWyH
Chân Tình,2021-11-22,single,Chân Tình,"Quang Trung, tlinh, DTAP",208000,41,https://open.spotify.com/track/2cHvbenIXJdO2yYWQry26q
3107 3,2021-07-31,single,"3107 3 (feat. Nâu, titie, Dươngg)","W/N, Duongg, Nau, titie",240000,56,https://open.spotify.com/track/1EmMFSLRVkOszCa4ul9z0F
có hẹn với thanh xuân,2021-07-18,single,có hẹn với thanh xuân,"MONSTAR, GREY D, VƯƠNG BÌNH",218026,43,https://open.spotify.com/track/0zCGKGZB5aySnQQSHWRGIT
Thức Giấc,2021-07-14,single,Thức Giấc,Da LAB,269021,56,https://open.spotify.com/track/1MiJk3dXC5jzhvLFP0dUM7
Trốn Tìm,2021-05-15,single,Trốn Tìm,"Đen, MTV Band",248870,46,https://open.spotify.com/track/34uOIsoy6ETS2sxOTWBRDF
Răng Khôn,2021-04-21,single,Răng Khôn,"Phí Phương Anh, RIN9",231585,44,https://open.spotify.com/track/6kDcfNV4jAz7izU56ZxlDm
Em Không Hiểu,2021-06-28,single,Em Không Hiểu,"Changg, Minh Huy",237419,54,https://open.spotify.com/track/1izPmgSW7FV6XFdEOiTvOY
Internet Love,2021-02-14,single,Internet Love,VSTRA,219082,0,https://open.spotify.com/track/2rGCYAabfA63PIzhQm7hVq
Khi Em Lớn,2021-04-20,single,Khi Em Lớn,"Orange, Hoàng Dũng",228094,54,https://open.spotify.com/track/5nD5PVXUkIpv0WcwfNFrgS
Yêu Thầm,2018-03-01,single,Yêu Thầm,"Hoàng Yến Chibi, Tlinh, TDK",252500,0,https://open.spotify.com/track/7dJVE53hGAX9TcKH0abFic
Cứ Chill Thôi,2020-07-11,single,Cứ Chill Thôi,"Chillies, SUNI, Rhymastic",270000,49,https://open.spotify.com/track/014DA3BdnmD3kI5pBogH7c
Lỡ Say Bye Là Bye,2018-03-01,single,Lỡ Say Bye Là Bye,Lemese,214948,0,https://open.spotify.com/track/2EMbVMhUtYNfuAhTi9HvBk
Hướng Dương,2021-05-20,single,Hướng Dương,Changg,219212,45,https://open.spotify.com/track/65uxT4ZGe6eOABj1g5V2Fj
Nàng Thơ,2018-03-01,single,Nàng Thơ,Hoàng Dũng,254476,0,https://open.spotify.com/track/2LykruN1mQlg9nuUaE7dvQ
Sinh Ra Đã Là Thứ Đối Lập Nhau,2018-03-01,single,Sinh Ra Đã Là Thứ Đối Lập Nhau,Emcee L (Da LAB),234168,0,https://open.spotify.com/track/6IAqflHsPVm4EpYghXauX7
Bước Qua Mùa Cô Đơn,2020-12-10,single,Bước Qua Mùa Cô Đơn,Vũ.,278823,43,https://open.spotify.com/track/7wkX67ruxr3x2GFz6vyIX9
Lạ Lùng,2016-12-24,single,Lạ Lùng,Vũ.,261616,55,https://open.spotify.com/track/5Bti0azlFhMattVY76qFr9
Gác Lại Âu Lo,2018-03-01,single,Gác Lại Âu Lo,Da LAB,282628,0,https://open.spotify.com/track/6HpDKKSDZ8QpSHfikENIBC
Vùng Ký Ức,2020-03-27,single,Vùng Ký Ức,Chillies,296500,41,https://open.spotify.com/track/1503Da6qbgNifRnRwIjtZe
Mascara,2019-12-06,single,Mascara,Chillies,293157,43,https://open.spotify.com/track/2Jaaw8PrdUfPlU6o6tL5dl
Buồn Thì Cứ Khóc Đi,2019-12-13,single,Buồn Thì Cứ Khóc Đi,Lynk Lee,222314,54,https://open.spotify.com/track/6iXGivPFpsqKmrINhIbPvx
CÓ CHẮC YÊU LÀ ĐÂY,2020-07-06,single,CÓ CHẮC YÊU LÀ ĐÂY,Sơn Tùng M-TP,202105,0,https://open.spotify.com/track/2z9iLlNBt1aLZUCFgXby97
Thanh Xuân,2018-08-24,single,Thanh Xuân,Da LAB,220509,53,https://open.spotify.com/track/3b34161QoxLwsqhWSPy9i5
So Rang Em Biet Anh Con Yeu Em,2018-03-01,single,So Rang Em Biet Anh Con Yeu Em,JUUN D,322504,0,https://open.spotify.com/track/5TkvKPd7Bxv4xfU6cq6GGd
